timestamp,node_serial_number,session_id,sample_period,min_log_sequence,max_log_sequence,battery_level,battery_state,temperature_setpoint,control_temperature,control_device_type,control_device_serial,app_mode,control_device_connected,lid_open,fixed_speed,fan_state,fan_duty_cycle,fan_commanded_speed,fan_measured_speed,fan_off_time,fan_on_time,hop_count
2026-01-26T17:19:56.411099,ENGDEV0009,3980105984,5000,190,190,OK,NOT_CHARGING,135.0,80.0,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,62,79,93,1865,3135,1
2026-01-26T17:20:00.685578,ENGDEV0009,3980105984,5000,191,191,OK,NOT_CHARGING,135.0,80.6,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,62,78,93,1895,3105,1
2026-01-26T17:20:05.713686,ENGDEV0009,3980105984,5000,192,192,OK,NOT_CHARGING,135.0,81.4,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,61,78,93,1930,3070,1
2026-01-26T17:20:10.586305,ENGDEV0009,3980105984,5000,193,193,OK,NOT_CHARGING,135.0,82.1,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,60,78,92,1973,3027,1
2026-01-26T17:20:15.575361,ENGDEV0009,3980105984,5000,194,194,OK,NOT_CHARGING,135.0,82.6,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,60,77,90,1996,3004,1
2026-01-26T17:20:20.485046,ENGDEV0009,3980105984,5000,195,195,OK,NOT_CHARGING,135.0,83.3,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,59,77,90,2027,2973,1
2026-01-26T17:20:25.770685,ENGDEV0009,3980105984,5000,196,196,OK,NOT_CHARGING,135.0,83.8,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,58,77,90,2051,2949,1
2026-01-26T17:20:30.716857,ENGDEV0009,3980105984,5000,197,197,OK,NOT_CHARGING,135.0,84.1,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,58,77,90,2070,2930,1
2026-01-26T17:20:35.667557,ENGDEV0009,3980105984,5000,198,198,OK,NOT_CHARGING,135.0,84.6,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,58,76,90,2095,2905,1
2026-01-26T17:20:40.947291,ENGDEV0009,3980105984,5000,199,199,OK,NOT_CHARGING,135.0,85.1,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,57,76,89,2120,2880,1
2026-01-26T17:20:46.887139,ENGDEV0009,3980105984,5000,200,200,OK,NOT_CHARGING,135.0,85.6,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,57,76,89,2146,2854,1
2026-01-26T17:20:50.515731,ENGDEV0009,3980105984,5000,201,201,OK,NOT_CHARGING,135.0,86.3,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,56,75,90,2178,2822,1
2026-01-26T17:20:56.126435,ENGDEV0009,3980105984,5000,202,202,OK,NOT_CHARGING,135.0,86.6,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,56,75,89,2197,2803,1
2026-01-26T17:21:01.078630,ENGDEV0009,3980105984,5000,203,203,OK,NOT_CHARGING,135.0,87.4,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,55,75,90,2236,2764,1
2026-01-26T17:21:06.024813,ENGDEV0009,3980105984,5000,204,204,OK,NOT_CHARGING,135.0,87.8,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,54,74,88,2255,2745,1
2026-01-26T17:21:11.656357,ENGDEV0009,3980105984,5000,205,205,OK,NOT_CHARGING,135.0,88.5,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,54,74,89,2293,2707,1
2026-01-26T17:21:15.595500,ENGDEV0009,3980105984,5000,206,206,OK,NOT_CHARGING,135.0,88.8,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,53,74,88,2307,2693,1
2026-01-26T17:21:21.209933,ENGDEV0009,3980105984,5000,207,207,OK,NOT_CHARGING,135.0,89.3,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,53,74,88,2333,2667,1
2026-01-26T17:21:30.243111,ENGDEV0009,3980105984,5000,208,208,OK,NOT_CHARGING,135.0,89.6,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,52,73,89,2353,2647,1
2026-01-26T17:21:32.424922,ENGDEV0009,3980105984,5000,209,209,OK,NOT_CHARGING,135.0,90.1,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,52,73,88,2379,2621,1
2026-01-26T17:21:37.375923,ENGDEV0009,3980105984,5000,210,210,OK,NOT_CHARGING,135.0,90.9,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,51,73,88,2418,2582,1
2026-01-26T17:21:41.005165,ENGDEV0009,3980105984,5000,211,211,OK,NOT_CHARGING,135.0,91.3,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,51,72,88,2438,2562,1
2026-01-26T17:21:45.625493,ENGDEV0009,3980105984,5000,212,212,OK,NOT_CHARGING,135.0,91.8,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,50,72,86,2464,2536,1
2026-01-26T17:21:51.895749,ENGDEV0009,3980105984,5000,213,213,OK,NOT_CHARGING,135.0,92.3,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,50,72,86,2490,2510,1
2026-01-26T17:21:56.846589,ENGDEV0009,3980105984,5000,214,214,OK,NOT_CHARGING,135.0,92.6,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,49,72,86,2510,2490,1
2026-01-26T17:22:00.807749,ENGDEV0009,3980105984,5000,215,215,OK,NOT_CHARGING,135.0,93.1,GAUGE,DEVGAUGE002,False,True,False,False,FAN_ON,49,71,85,2536,2464,1
